redemption_id,resident_id,redeemed_date,merchant,merchant_category,voucher_value_sgd,healthpoints_spent
EV002263,RESIDENT_01302,2026-05-20,Guardian,Health & Beauty,2,200
EV000049,RESIDENT_00024,2026-06-28,Watsons,Health & Beauty,15,1500
EV000929,RESIDENT_00548,2026-04-13,Guardian,Health & Beauty,5,500
EV001605,RESIDENT_00928,2026-05-17,NTUC FairPrice,Groceries,15,1500
EV000361,RESIDENT_00208,2026-04-13,Watsons,Health & Beauty,2,200
EV002545,RESIDENT_01486,2026-06-06,Guardian,Health & Beauty,10,1000
EV001535,RESIDENT_00887,2026-04-16,Cold Storage,Groceries,5,500
EV001330,RESIDENT_00782,2026-06-25,Cold Storage,Groceries,15,1500
EV000651,RESIDENT_00384,2026-04-15,Kopitiam,Food & Beverage,10,1000
EV001184,RESIDENT_00700,2026-04-24,Kopitiam,Food & Beverage,10,1000
EV001583,RESIDENT_00916,2026-05-04,Sheng Siong,Groceries,2,200
EV000971,RESIDENT_00577,2026-05-23,Watsons,Health & Beauty,10,1000
EV000220,RESIDENT_00130,2026-06-15,Cold Storage,Groceries,15,1500
EV000989,RESIDENT_00583,2026-06-14,NTUC FairPrice,Groceries,5,500
EV001047,RESIDENT_00619,2026-06-24,Watsons,Health & Beauty,5,500
EV000357,RESIDENT_00207,2026-05-14,NTUC FairPrice,Groceries,10,1000
EV002415,RESIDENT_01394,2026-06-26,Watsons,Health & Beauty,2,200
EV000801,RESIDENT_00466,2026-06-03,Cold Storage,Groceries,2,200
EV000692,RESIDENT_00409,2026-06-18,Decathlon,Sports,2,200
EV001273,RESIDENT_00753,2026-06-08,Watsons,Health & Beauty,10,1000
EV002355,RESIDENT_01362,2026-04-04,Kopitiam,Food & Beverage,10,1000
EV002537,RESIDENT_01483,2026-05-16,Kopitiam,Food & Beverage,15,1500
EV000433,RESIDENT_00255,2026-06-11,Cold Storage,Groceries,15,1500
EV002167,RESIDENT_01255,2026-04-07,Watsons,Health & Beauty,10,1000
EV002238,RESIDENT_01289,2026-04-16,Sheng Siong,Groceries,5,500
EV002409,RESIDENT_01390,2026-06-25,NTUC FairPrice,Groceries,10,1000
EV000292,RESIDENT_00167,2026-05-26,Watsons,Health & Beauty,5,500
EV001590,RESIDENT_00920,2026-05-20,Kopitiam,Food & Beverage,10,1000
EV000166,RESIDENT_00094,2026-05-23,Kopitiam,Food & Beverage,2,200
EV001707,RESIDENT_00974,2026-06-14,Cold Storage,Groceries,2,200
EV001641,RESIDENT_00941,2026-04-24,Kopitiam,Food & Beverage,10,1000
EV000492,RESIDENT_00289,2026-04-19,Guardian,Health & Beauty,2,200
EV000449,RESIDENT_00265,2026-04-03,Decathlon,Sports,5,500
EV000667,RESIDENT_00392,2026-04-30,Guardian,Health & Beauty,5,500
EV000942,RESIDENT_00556,2026-04-13,Sheng Siong,Groceries,2,200
EV001792,RESIDENT_01032,2026-05-05,Cold Storage,Groceries,10,1000
EV000392,RESIDENT_00233,2026-05-05,Kopitiam,Food & Beverage,15,1500
EV001694,RESIDENT_00968,2026-05-13,NTUC FairPrice,Groceries,5,500
EV000870,RESIDENT_00518,2026-04-28,NTUC FairPrice,Groceries,2,200
EV001849,RESIDENT_01059,2026-04-17,Decathlon,Sports,10,1000
EV000990,RESIDENT_00583,2026-05-31,Decathlon,Sports,15,1500
EV001302,RESIDENT_00768,2026-04-11,Decathlon,Sports,10,1000
EV001149,RESIDENT_00682,2026-06-08,Sheng Siong,Groceries,15,1500
EV000529,RESIDENT_00309,2026-05-08,NTUC FairPrice,Groceries,15,1500
EV001992,RESIDENT_01152,2026-06-30,Decathlon,Sports,15,1500
EV002143,RESIDENT_01245,2026-05-13,Cold Storage,Groceries,5,500
EV002174,RESIDENT_01257,2026-04-18,Cold Storage,Groceries,5,500
EV001602,RESIDENT_00926,2026-05-07,Guardian,Health & Beauty,5,500
EV000082,RESIDENT_00045,2026-05-09,NTUC FairPrice,Groceries,5,500
EV002468,RESIDENT_01431,2026-06-07,Watsons,Health & Beauty,10,1000
EV002531,RESIDENT_01480,2026-05-30,NTUC FairPrice,Groceries,5,500
EV001748,RESIDENT_01004,2026-06-12,Kopitiam,Food & Beverage,10,1000
EV001604,RESIDENT_00927,2026-05-22,NTUC FairPrice,Groceries,15,1500
EV002369,RESIDENT_01369,2026-04-28,Decathlon,Sports,2,200
EV000822,RESIDENT_00477,2026-04-26,Decathlon,Sports,5,500
EV002479,RESIDENT_01441,2026-06-19,Sheng Siong,Groceries,2,200
EV000283,RESIDENT_00163,2026-05-15,Decathlon,Sports,10,1000
EV002500,RESIDENT_01458,2026-05-08,NTUC FairPrice,Groceries,15,1500
EV001062,RESIDENT_00627,2026-04-18,Decathlon,Sports,10,1000
EV000947,RESIDENT_00561,2026-05-17,Kopitiam,Food & Beverage,15,1500
EV001242,RESIDENT_00734,2026-04-09,NTUC FairPrice,Groceries,5,500
EV001343,RESIDENT_00788,2026-06-15,Sheng Siong,Groceries,10,1000
EV001478,RESIDENT_00860,2026-04-05,Guardian,Health & Beauty,15,1500
EV000293,RESIDENT_00168,2026-06-17,NTUC FairPrice,Groceries,5,500
EV001238,RESIDENT_00730,2026-05-13,NTUC FairPrice,Groceries,2,200
EV000535,RESIDENT_00312,2026-05-07,Cold Storage,Groceries,15,1500
EV000939,RESIDENT_00554,2026-05-09,Sheng Siong,Groceries,5,500
EV000834,RESIDENT_00486,2026-05-24,Sheng Siong,Groceries,5,500
EV000868,RESIDENT_00512,2026-05-13,Decathlon,Sports,5,500
EV000762,RESIDENT_00446,2026-04-16,Sheng Siong,Groceries,5,500
EV002462,RESIDENT_01426,2026-06-01,Cold Storage,Groceries,15,1500
EV000677,RESIDENT_00398,2026-06-28,NTUC FairPrice,Groceries,10,1000
EV001164,RESIDENT_00687,2026-06-27,Cold Storage,Groceries,15,1500
EV000594,RESIDENT_00354,2026-06-13,Sheng Siong,Groceries,15,1500
EV000519,RESIDENT_00305,2026-04-13,Kopitiam,Food & Beverage,5,500
EV000726,RESIDENT_00425,2026-06-07,NTUC FairPrice,Groceries,2,200
EV002499,RESIDENT_01458,2026-05-21,Sheng Siong,Groceries,10,1000
EV001267,RESIDENT_00748,2026-04-10,NTUC FairPrice,Groceries,5,500
EV000688,RESIDENT_00407,2026-06-06,Kopitiam,Food & Beverage,10,1000
EV001027,RESIDENT_00605,2026-04-12,Sheng Siong,Groceries,15,1500
EV000435,RESIDENT_00257,2026-05-09,Kopitiam,Food & Beverage,10,1000
EV001997,RESIDENT_01154,2026-04-30,Guardian,Health & Beauty,2,200
EV000405,RESIDENT_00239,2026-04-04,Sheng Siong,Groceries,5,500
EV000919,RESIDENT_00543,2026-05-02,Sheng Siong,Groceries,5,500
EV002296,RESIDENT_01320,2026-05-20,Kopitiam,Food & Beverage,5,500
EV002062,RESIDENT_01192,2026-05-03,Kopitiam,Food & Beverage,5,500
EV000938,RESIDENT_00552,2026-05-22,Cold Storage,Groceries,10,1000
EV001227,RESIDENT_00722,2026-06-25,Decathlon,Sports,5,500
EV000977,RESIDENT_00578,2026-04-12,Cold Storage,Groceries,15,1500
EV001118,RESIDENT_00663,2026-04-04,NTUC FairPrice,Groceries,15,1500
EV001672,RESIDENT_00957,2026-04-09,NTUC FairPrice,Groceries,5,500
EV002304,RESIDENT_01325,2026-05-28,Decathlon,Sports,5,500
EV000719,RESIDENT_00422,2026-06-20,NTUC FairPrice,Groceries,2,200
EV001011,RESIDENT_00595,2026-06-30,Guardian,Health & Beauty,15,1500
EV000742,RESIDENT_00437,2026-04-20,Sheng Siong,Groceries,10,1000
EV001006,RESIDENT_00590,2026-05-19,Cold Storage,Groceries,10,1000
EV001591,RESIDENT_00920,2026-05-13,Guardian,Health & Beauty,10,1000
EV000486,RESIDENT_00285,2026-06-29,Guardian,Health & Beauty,10,1000
EV001756,RESIDENT_01009,2026-04-22,Kopitiam,Food & Beverage,5,500
EV001435,RESIDENT_00834,2026-05-05,Watsons,Health & Beauty,5,500
EV001931,RESIDENT_01121,2026-04-28,Kopitiam,Food & Beverage,15,1500
EV002495,RESIDENT_01450,2026-05-13,Guardian,Health & Beauty,5,500
EV000573,RESIDENT_00336,2026-05-30,NTUC FairPrice,Groceries,5,500
EV000609,RESIDENT_00363,2026-05-22,Watsons,Health & Beauty,5,500
EV000256,RESIDENT_00149,2026-04-20,Kopitiam,Food & Beverage,2,200
EV001162,RESIDENT_00686,2026-06-07,NTUC FairPrice,Groceries,10,1000
EV000522,RESIDENT_00307,2026-04-01,Kopitiam,Food & Beverage,5,500
EV000617,RESIDENT_00365,2026-04-22,Cold Storage,Groceries,5,500
EV000288,RESIDENT_00164,2026-05-08,NTUC FairPrice,Groceries,10,1000
EV000775,RESIDENT_00453,2026-04-21,Sheng Siong,Groceries,5,500
EV002466,RESIDENT_01429,2026-04-18,Guardian,Health & Beauty,5,500
EV000471,RESIDENT_00279,2026-06-03,Watsons,Health & Beauty,15,1500
EV000653,RESIDENT_00386,2026-05-27,Sheng Siong,Groceries,2,200
EV000976,RESIDENT_00578,2026-04-05,NTUC FairPrice,Groceries,2,200
EV002420,RESIDENT_01396,2026-06-03,Cold Storage,Groceries,5,500
EV000485,RESIDENT_00284,2026-04-14,Watsons,Health & Beauty,10,1000
EV000943,RESIDENT_00557,2026-04-06,Guardian,Health & Beauty,2,200
EV002283,RESIDENT_01312,2026-05-26,Decathlon,Sports,2,200
EV001465,RESIDENT_00851,2026-05-17,Kopitiam,Food & Beverage,10,1000
EV000151,RESIDENT_00088,2026-06-03,Decathlon,Sports,15,1500
EV001019,RESIDENT_00601,2026-04-25,Sheng Siong,Groceries,5,500
EV001222,RESIDENT_00717,2026-05-20,Kopitiam,Food & Beverage,15,1500
EV001344,RESIDENT_00788,2026-06-25,Decathlon,Sports,2,200
EV001193,RESIDENT_00706,2026-06-15,NTUC FairPrice,Groceries,2,200
EV001127,RESIDENT_00667,2026-06-15,Watsons,Health & Beauty,2,200
EV000770,RESIDENT_00450,2026-06-24,Sheng Siong,Groceries,10,1000
EV000358,RESIDENT_00207,2026-05-18,Watsons,Health & Beauty,10,1000
EV001637,RESIDENT_00939,2026-06-08,NTUC FairPrice,Groceries,10,1000
EV000228,RESIDENT_00133,2026-06-04,Guardian,Health & Beauty,10,1000
EV000862,RESIDENT_00509,2026-04-29,NTUC FairPrice,Groceries,5,500
EV002441,RESIDENT_01415,2026-05-16,Kopitiam,Food & Beverage,10,1000
EV001745,RESIDENT_00999,2026-05-05,Cold Storage,Groceries,15,1500
EV001341,RESIDENT_00788,2026-06-30,Decathlon,Sports,10,1000
EV000110,RESIDENT_00065,2026-05-12,Sheng Siong,Groceries,2,200
EV001542,RESIDENT_00892,2026-04-11,NTUC FairPrice,Groceries,2,200
EV002111,RESIDENT_01220,2026-04-18,Watsons,Health & Beauty,10,1000
EV001038,RESIDENT_00614,2026-04-19,Kopitiam,Food & Beverage,15,1500
EV000349,RESIDENT_00203,2026-05-10,Sheng Siong,Groceries,2,200
EV001782,RESIDENT_01023,2026-04-12,Sheng Siong,Groceries,5,500
EV001953,RESIDENT_01133,2026-05-17,Decathlon,Sports,15,1500
EV002082,RESIDENT_01203,2026-05-02,NTUC FairPrice,Groceries,15,1500
EV001890,RESIDENT_01094,2026-04-17,Decathlon,Sports,2,200
EV001546,RESIDENT_00893,2026-05-07,Decathlon,Sports,15,1500
EV001326,RESIDENT_00780,2026-04-01,Watsons,Health & Beauty,2,200
EV002166,RESIDENT_01255,2026-05-26,Cold Storage,Groceries,15,1500
EV000356,RESIDENT_00207,2026-04-13,Decathlon,Sports,2,200
EV001060,RESIDENT_00626,2026-06-02,NTUC FairPrice,Groceries,10,1000
EV001187,RESIDENT_00700,2026-05-24,Kopitiam,Food & Beverage,5,500
EV001568,RESIDENT_00906,2026-05-17,Decathlon,Sports,5,500
EV000568,RESIDENT_00332,2026-05-20,Sheng Siong,Groceries,15,1500
EV001815,RESIDENT_01046,2026-05-24,Guardian,Health & Beauty,2,200
EV000489,RESIDENT_00287,2026-06-14,Watsons,Health & Beauty,10,1000
EV001884,RESIDENT_01090,2026-04-14,Watsons,Health & Beauty,15,1500
EV001744,RESIDENT_00997,2026-05-03,NTUC FairPrice,Groceries,5,500
EV000338,RESIDENT_00199,2026-05-07,NTUC FairPrice,Groceries,2,200
EV001178,RESIDENT_00695,2026-04-28,Cold Storage,Groceries,10,1000
EV001077,RESIDENT_00637,2026-06-28,NTUC FairPrice,Groceries,5,500
EV000105,RESIDENT_00062,2026-05-23,Decathlon,Sports,10,1000
EV002031,RESIDENT_01172,2026-06-21,Watsons,Health & Beauty,2,200
EV001802,RESIDENT_01036,2026-06-29,NTUC FairPrice,Groceries,2,200
EV000323,RESIDENT_00189,2026-04-04,Decathlon,Sports,5,500
EV000797,RESIDENT_00465,2026-05-17,Guardian,Health & Beauty,15,1500
EV000213,RESIDENT_00123,2026-06-17,Cold Storage,Groceries,10,1000
EV001473,RESIDENT_00857,2026-04-22,Decathlon,Sports,10,1000
EV000764,RESIDENT_00446,2026-06-09,Watsons,Health & Beauty,10,1000
EV000428,RESIDENT_00254,2026-05-03,NTUC FairPrice,Groceries,10,1000
EV001100,RESIDENT_00653,2026-05-04,Sheng Siong,Groceries,2,200
EV000271,RESIDENT_00154,2026-05-03,Decathlon,Sports,15,1500
EV001204,RESIDENT_00710,2026-04-03,Sheng Siong,Groceries,5,500
EV001103,RESIDENT_00654,2026-05-25,Decathlon,Sports,5,500
EV000669,RESIDENT_00393,2026-05-27,Sheng Siong,Groceries,5,500
EV001552,RESIDENT_00898,2026-06-30,NTUC FairPrice,Groceries,10,1000
EV001141,RESIDENT_00677,2026-05-20,Sheng Siong,Groceries,10,1000
EV000181,RESIDENT_00102,2026-04-18,Watsons,Health & Beauty,10,1000
EV001999,RESIDENT_01154,2026-04-06,Sheng Siong,Groceries,10,1000
EV000297,RESIDENT_00172,2026-05-02,Decathlon,Sports,15,1500
EV002137,RESIDENT_01238,2026-04-03,Kopitiam,Food & Beverage,10,1000
EV001104,RESIDENT_00657,2026-04-01,Cold Storage,Groceries,15,1500
EV002326,RESIDENT_01338,2026-04-20,Cold Storage,Groceries,15,1500
EV001917,RESIDENT_01111,2026-04-09,Cold Storage,Groceries,10,1000
EV000272,RESIDENT_00156,2026-06-08,Sheng Siong,Groceries,5,500
EV000108,RESIDENT_00065,2026-04-09,Guardian,Health & Beauty,10,1000
EV001833,RESIDENT_01052,2026-04-11,NTUC FairPrice,Groceries,5,500
EV002300,RESIDENT_01324,2026-06-01,Guardian,Health & Beauty,2,200
EV001033,RESIDENT_00609,2026-05-15,Guardian,Health & Beauty,10,1000
EV002008,RESIDENT_01158,2026-06-13,Kopitiam,Food & Beverage,2,200
EV001600,RESIDENT_00926,2026-06-08,Guardian,Health & Beauty,5,500
EV001203,RESIDENT_00709,2026-04-29,Watsons,Health & Beauty,10,1000
EV002394,RESIDENT_01384,2026-04-21,NTUC FairPrice,Groceries,5,500
EV001513,RESIDENT_00877,2026-04-06,NTUC FairPrice,Groceries,2,200
EV000013,RESIDENT_00006,2026-05-24,Guardian,Health & Beauty,5,500
EV001930,RESIDENT_01121,2026-04-03,Decathlon,Sports,15,1500
EV002443,RESIDENT_01416,2026-05-25,Decathlon,Sports,10,1000
EV002153,RESIDENT_01249,2026-04-09,Kopitiam,Food & Beverage,2,200
EV000488,RESIDENT_00286,2026-06-04,Watsons,Health & Beauty,5,500
EV002242,RESIDENT_01290,2026-05-29,Cold Storage,Groceries,10,1000
EV000261,RESIDENT_00150,2026-05-23,NTUC FairPrice,Groceries,5,500
EV002063,RESIDENT_01192,2026-05-31,Decathlon,Sports,5,500
EV000593,RESIDENT_00353,2026-04-07,NTUC FairPrice,Groceries,5,500
EV000873,RESIDENT_00520,2026-04-09,Sheng Siong,Groceries,2,200
EV000393,RESIDENT_00233,2026-04-28,Watsons,Health & Beauty,15,1500
EV001461,RESIDENT_00849,2026-06-15,Guardian,Health & Beauty,15,1500
EV000434,RESIDENT_00257,2026-04-17,Guardian,Health & Beauty,5,500
EV001791,RESIDENT_01031,2026-06-19,Sheng Siong,Groceries,5,500
EV002069,RESIDENT_01195,2026-06-26,Cold Storage,Groceries,2,200
EV000524,RESIDENT_00307,2026-06-26,Guardian,Health & Beauty,5,500
EV001245,RESIDENT_00736,2026-06-14,Decathlon,Sports,5,500
EV000214,RESIDENT_00123,2026-05-22,Sheng Siong,Groceries,5,500
EV000359,RESIDENT_00208,2026-04-18,Cold Storage,Groceries,10,1000
EV002565,RESIDENT_01500,2026-05-09,Watsons,Health & Beauty,2,200
EV001316,RESIDENT_00777,2026-06-25,Sheng Siong,Groceries,10,1000
EV001831,RESIDENT_01051,2026-05-07,Kopitiam,Food & Beverage,10,1000
EV001067,RESIDENT_00631,2026-05-03,Guardian,Health & Beauty,10,1000
EV001253,RESIDENT_00739,2026-04-28,Kopitiam,Food & Beverage,5,500
EV000465,RESIDENT_00275,2026-05-04,Sheng Siong,Groceries,15,1500
EV001979,RESIDENT_01147,2026-06-19,Kopitiam,Food & Beverage,10,1000
EV001702,RESIDENT_00973,2026-06-19,Kopitiam,Food & Beverage,2,200
EV001818,RESIDENT_01047,2026-06-18,Sheng Siong,Groceries,10,1000
EV000100,RESIDENT_00056,2026-05-18,Guardian,Health & Beauty,5,500
EV001058,RESIDENT_00626,2026-06-21,Kopitiam,Food & Beverage,10,1000
EV001656,RESIDENT_00950,2026-04-12,Decathlon,Sports,5,500
EV000309,RESIDENT_00178,2026-05-11,Sheng Siong,Groceries,5,500
EV002422,RESIDENT_01396,2026-05-28,Sheng Siong,Groceries,5,500
EV001835,RESIDENT_01053,2026-06-19,NTUC FairPrice,Groceries,10,1000
EV001948,RESIDENT_01130,2026-04-05,Guardian,Health & Beauty,2,200
EV001237,RESIDENT_00730,2026-04-20,NTUC FairPrice,Groceries,5,500
EV000548,RESIDENT_00320,2026-04-13,Sheng Siong,Groceries,5,500
EV001394,RESIDENT_00813,2026-06-12,Guardian,Health & Beauty,2,200
EV000168,RESIDENT_00097,2026-04-04,Kopitiam,Food & Beverage,10,1000
EV000650,RESIDENT_00382,2026-04-29,Sheng Siong,Groceries,10,1000
EV001741,RESIDENT_00993,2026-06-30,Kopitiam,Food & Beverage,10,1000
EV002397,RESIDENT_01386,2026-06-02,Watsons,Health & Beauty,10,1000
EV001573,RESIDENT_00908,2026-05-29,Cold Storage,Groceries,15,1500
EV000652,RESIDENT_00385,2026-04-04,Sheng Siong,Groceries,15,1500
EV001736,RESIDENT_00990,2026-06-14,Watsons,Health & Beauty,10,1000
EV002530,RESIDENT_01476,2026-06-19,Sheng Siong,Groceries,10,1000
EV001797,RESIDENT_01034,2026-04-18,Watsons,Health & Beauty,5,500
EV001557,RESIDENT_00901,2026-06-07,Kopitiam,Food & Beverage,5,500
EV001265,RESIDENT_00748,2026-05-22,Sheng Siong,Groceries,10,1000
EV002288,RESIDENT_01315,2026-06-16,Guardian,Health & Beauty,5,500
EV001371,RESIDENT_00802,2026-04-12,Decathlon,Sports,15,1500
EV002323,RESIDENT_01336,2026-06-14,Cold Storage,Groceries,5,500
EV000273,RESIDENT_00156,2026-05-03,Sheng Siong,Groceries,15,1500
EV001655,RESIDENT_00949,2026-04-29,Decathlon,Sports,5,500
EV002553,RESIDENT_01493,2026-05-06,NTUC FairPrice,Groceries,5,500
EV001731,RESIDENT_00988,2026-06-21,Cold Storage,Groceries,10,1000
EV001528,RESIDENT_00884,2026-06-12,Decathlon,Sports,5,500
EV000303,RESIDENT_00176,2026-06-30,Sheng Siong,Groceries,5,500
EV001543,RESIDENT_00892,2026-05-03,Guardian,Health & Beauty,10,1000
EV000378,RESIDENT_00227,2026-04-05,Watsons,Health & Beauty,5,500
EV000017,RESIDENT_00008,2026-05-15,Watsons,Health & Beauty,2,200
EV000040,RESIDENT_00021,2026-05-27,Watsons,Health & Beauty,2,200
EV002025,RESIDENT_01167,2026-06-24,Cold Storage,Groceries,2,200
EV001847,RESIDENT_01058,2026-04-30,NTUC FairPrice,Groceries,15,1500
EV001647,RESIDENT_00944,2026-06-15,Watsons,Health & Beauty,2,200
EV001399,RESIDENT_00814,2026-05-08,NTUC FairPrice,Groceries,10,1000
EV001842,RESIDENT_01056,2026-04-25,Kopitiam,Food & Beverage,10,1000
EV002075,RESIDENT_01199,2026-05-26,Guardian,Health & Beauty,10,1000
EV001056,RESIDENT_00625,2026-06-02,Kopitiam,Food & Beverage,10,1000
EV001708,RESIDENT_00974,2026-06-09,Watsons,Health & Beauty,10,1000
EV000613,RESIDENT_00364,2026-06-21,Kopitiam,Food & Beverage,2,200
EV001348,RESIDENT_00791,2026-04-27,Kopitiam,Food & Beverage,15,1500
EV000065,RESIDENT_00032,2026-05-03,Guardian,Health & Beauty,15,1500
EV001684,RESIDENT_00963,2026-06-04,Watsons,Health & Beauty,2,200
EV002262,RESIDENT_01301,2026-06-08,Watsons,Health & Beauty,5,500
EV000743,RESIDENT_00438,2026-04-09,Sheng Siong,Groceries,5,500
EV000139,RESIDENT_00081,2026-04-19,Guardian,Health & Beauty,5,500
EV002395,RESIDENT_01384,2026-05-24,Guardian,Health & Beauty,10,1000
EV001985,RESIDENT_01149,2026-05-03,Cold Storage,Groceries,2,200
EV000409,RESIDENT_00240,2026-06-25,Kopitiam,Food & Beverage,5,500
EV000023,RESIDENT_00014,2026-06-11,Kopitiam,Food & Beverage,5,500
EV000158,RESIDENT_00091,2026-06-04,Watsons,Health & Beauty,15,1500
EV000521,RESIDENT_00305,2026-04-26,Decathlon,Sports,5,500
EV002277,RESIDENT_01310,2026-05-27,Kopitiam,Food & Beverage,5,500
EV001300,RESIDENT_00767,2026-06-14,Guardian,Health & Beauty,2,200
EV000768,RESIDENT_00449,2026-05-22,Sheng Siong,Groceries,15,1500
EV000828,RESIDENT_00479,2026-04-30,Decathlon,Sports,5,500
EV000470,RESIDENT_00277,2026-06-02,Kopitiam,Food & Beverage,15,1500
EV001717,RESIDENT_00980,2026-06-27,Decathlon,Sports,10,1000
EV002215,RESIDENT_01276,2026-05-07,Watsons,Health & Beauty,10,1000
EV001349,RESIDENT_00791,2026-06-10,Decathlon,Sports,15,1500
EV000781,RESIDENT_00456,2026-06-30,Cold Storage,Groceries,10,1000
EV000756,RESIDENT_00444,2026-05-27,Guardian,Health & Beauty,10,1000
EV000022,RESIDENT_00014,2026-04-04,Watsons,Health & Beauty,5,500
EV000900,RESIDENT_00533,2026-04-10,NTUC FairPrice,Groceries,10,1000
EV001211,RESIDENT_00712,2026-04-13,Sheng Siong,Groceries,10,1000
EV001817,RESIDENT_01047,2026-04-22,Sheng Siong,Groceries,5,500
EV001269,RESIDENT_00749,2026-05-18,NTUC FairPrice,Groceries,5,500
EV000707,RESIDENT_00416,2026-04-19,NTUC FairPrice,Groceries,10,1000
EV001120,RESIDENT_00663,2026-04-14,NTUC FairPrice,Groceries,2,200
EV002173,RESIDENT_01257,2026-04-11,Decathlon,Sports,5,500
EV002040,RESIDENT_01177,2026-05-26,Sheng Siong,Groceries,5,500
EV001363,RESIDENT_00799,2026-05-03,Guardian,Health & Beauty,2,200
EV001537,RESIDENT_00887,2026-05-31,Kopitiam,Food & Beverage,10,1000
EV001272,RESIDENT_00751,2026-06-15,Cold Storage,Groceries,5,500
EV000615,RESIDENT_00364,2026-05-04,Cold Storage,Groceries,2,200
EV002364,RESIDENT_01366,2026-05-02,Decathlon,Sports,5,500
EV001009,RESIDENT_00592,2026-06-02,Cold Storage,Groceries,10,1000
EV001875,RESIDENT_01082,2026-06-17,Decathlon,Sports,5,500
EV001515,RESIDENT_00877,2026-06-20,Cold Storage,Groceries,2,200
EV001313,RESIDENT_00775,2026-06-09,Decathlon,Sports,10,1000
EV001250,RESIDENT_00738,2026-05-11,NTUC FairPrice,Groceries,15,1500
EV001235,RESIDENT_00730,2026-05-23,Watsons,Health & Beauty,10,1000
EV001165,RESIDENT_00688,2026-06-20,Sheng Siong,Groceries,5,500
EV002021,RESIDENT_01166,2026-05-11,Decathlon,Sports,10,1000
EV000525,RESIDENT_00308,2026-05-24,Cold Storage,Groceries,5,500
EV000087,RESIDENT_00047,2026-06-09,Watsons,Health & Beauty,5,500
EV000627,RESIDENT_00368,2026-05-04,Kopitiam,Food & Beverage,2,200
EV001589,RESIDENT_00920,2026-04-19,Kopitiam,Food & Beverage,10,1000
EV000412,RESIDENT_00242,2026-05-29,NTUC FairPrice,Groceries,10,1000
EV000478,RESIDENT_00280,2026-05-05,Cold Storage,Groceries,5,500
EV000189,RESIDENT_00106,2026-04-21,Cold Storage,Groceries,10,1000
EV001891,RESIDENT_01094,2026-06-19,Cold Storage,Groceries,5,500
EV001688,RESIDENT_00966,2026-05-29,Watsons,Health & Beauty,5,500
EV000744,RESIDENT_00438,2026-06-17,Sheng Siong,Groceries,10,1000
EV001310,RESIDENT_00774,2026-04-14,Decathlon,Sports,5,500
EV001966,RESIDENT_01141,2026-06-20,Sheng Siong,Groceries,15,1500
EV000385,RESIDENT_00231,2026-04-06,Sheng Siong,Groceries,15,1500
EV000351,RESIDENT_00203,2026-05-27,Kopitiam,Food & Beverage,2,200
EV000584,RESIDENT_00344,2026-06-01,Kopitiam,Food & Beverage,2,200
EV000028,RESIDENT_00016,2026-05-03,Guardian,Health & Beauty,10,1000
EV000066,RESIDENT_00033,2026-04-21,Cold Storage,Groceries,5,500
EV000074,RESIDENT_00042,2026-04-19,Watsons,Health & Beauty,10,1000
EV001705,RESIDENT_00974,2026-06-21,NTUC FairPrice,Groceries,5,500
EV001732,RESIDENT_00988,2026-05-17,Kopitiam,Food & Beverage,5,500
EV000820,RESIDENT_00474,2026-05-27,Sheng Siong,Groceries,10,1000
EV001559,RESIDENT_00902,2026-06-14,NTUC FairPrice,Groceries,2,200
EV000178,RESIDENT_00101,2026-04-10,Kopitiam,Food & Beverage,2,200
EV000895,RESIDENT_00532,2026-05-28,Watsons,Health & Beauty,15,1500
EV001469,RESIDENT_00853,2026-05-22,Guardian,Health & Beauty,15,1500
EV001773,RESIDENT_01019,2026-04-20,NTUC FairPrice,Groceries,10,1000
EV000313,RESIDENT_00181,2026-06-09,Cold Storage,Groceries,2,200
EV002424,RESIDENT_01398,2026-05-02,Decathlon,Sports,10,1000
EV000858,RESIDENT_00505,2026-05-26,Guardian,Health & Beauty,5,500
EV001657,RESIDENT_00950,2026-05-19,NTUC FairPrice,Groceries,2,200
EV000891,RESIDENT_00528,2026-04-14,Guardian,Health & Beauty,15,1500
EV000282,RESIDENT_00162,2026-05-24,Kopitiam,Food & Beverage,5,500
EV000391,RESIDENT_00233,2026-05-21,Watsons,Health & Beauty,15,1500
EV002208,RESIDENT_01270,2026-06-16,Guardian,Health & Beauty,5,500
EV000984,RESIDENT_00580,2026-06-22,NTUC FairPrice,Groceries,15,1500
EV001136,RESIDENT_00675,2026-06-06,Kopitiam,Food & Beverage,2,200
EV000591,RESIDENT_00349,2026-04-26,Decathlon,Sports,10,1000
EV000278,RESIDENT_00160,2026-06-26,Sheng Siong,Groceries,10,1000
EV001551,RESIDENT_00895,2026-04-18,Kopitiam,Food & Beverage,5,500
EV001503,RESIDENT_00871,2026-06-25,Kopitiam,Food & Beverage,2,200
EV001628,RESIDENT_00937,2026-05-05,Cold Storage,Groceries,2,200
EV002187,RESIDENT_01263,2026-05-20,Sheng Siong,Groceries,10,1000
EV001499,RESIDENT_00870,2026-06-08,Sheng Siong,Groceries,10,1000
EV001663,RESIDENT_00954,2026-04-16,Kopitiam,Food & Beverage,10,1000
EV002279,RESIDENT_01310,2026-06-28,Cold Storage,Groceries,2,200
EV002312,RESIDENT_01331,2026-05-20,Kopitiam,Food & Beverage,5,500
EV001368,RESIDENT_00801,2026-06-06,Watsons,Health & Beauty,5,500
