resident_id,log_date,meal_type,food_item,calories,healthier_choice_flag
RESIDENT_00172,2026-05-02,Snack,Laksa,628,N
RESIDENT_00715,2026-04-08,Dinner,Char kway teow,548,N
RESIDENT_00416,2026-05-02,Breakfast,Wholegrain cereal,281,Y
RESIDENT_00264,2026-06-24,Breakfast,Thunder tea rice,401,Y
RESIDENT_00370,2026-05-14,Snack,Bubble tea,577,N
RESIDENT_01255,2026-04-09,Dinner,Char kway teow,800,N
RESIDENT_00106,2026-05-17,Breakfast,Oats & berries,275,Y
RESIDENT_00094,2026-06-29,Lunch,Oats & berries,391,Y
RESIDENT_01146,2026-06-30,Dinner,Char kway teow,758,N
RESIDENT_00573,2026-05-25,Dinner,Roti prata,790,N
RESIDENT_00185,2026-06-05,Lunch,Char kway teow,775,N
RESIDENT_00240,2026-06-10,Lunch,Wholegrain cereal,269,Y
RESIDENT_01305,2026-06-22,Snack,Fried bee hoon,527,N
RESIDENT_00978,2026-04-18,Breakfast,Kopi-O (no sugar),5,Y
RESIDENT_00044,2026-06-30,Breakfast,Char kway teow,708,N
RESIDENT_01489,2026-05-20,Dinner,Roti prata,685,N
RESIDENT_00673,2026-06-18,Dinner,Nasi lemak,645,N
RESIDENT_00197,2026-04-14,Breakfast,Char kway teow,690,N
RESIDENT_00591,2026-06-23,Breakfast,Fried bee hoon,605,N
RESIDENT_01159,2026-05-18,Breakfast,Salad bowl,294,Y
RESIDENT_01283,2026-05-03,Breakfast,Steamed fish & veg,246,Y
RESIDENT_00448,2026-05-19,Lunch,Nasi lemak,591,N
RESIDENT_00730,2026-04-27,Dinner,Kopi-O (no sugar),5,Y
RESIDENT_00798,2026-05-18,Dinner,Roti prata,674,N
RESIDENT_00504,2026-05-18,Snack,Laksa,811,N
RESIDENT_00494,2026-06-28,Snack,Fruit bowl,387,Y
RESIDENT_01414,2026-05-15,Snack,Nasi lemak,495,N
RESIDENT_00854,2026-06-09,Lunch,Bubble tea,738,N
RESIDENT_01078,2026-04-01,Dinner,Salad bowl,223,Y
RESIDENT_00874,2026-05-30,Breakfast,Fried bee hoon,745,N
RESIDENT_00201,2026-04-07,Breakfast,Kopi-O (no sugar),5,Y
RESIDENT_00221,2026-06-28,Breakfast,Fried bee hoon,609,N
RESIDENT_00586,2026-06-25,Snack,Wholegrain cereal,200,Y
RESIDENT_00796,2026-04-21,Lunch,Kopi-O (no sugar),5,Y
RESIDENT_01237,2026-04-13,Dinner,Fried bee hoon,473,N
RESIDENT_00577,2026-05-26,Snack,Salad bowl,250,Y
RESIDENT_01368,2026-06-12,Dinner,Chicken rice,525,N
RESIDENT_00542,2026-05-06,Dinner,Nasi lemak,641,N
RESIDENT_01007,2026-04-24,Dinner,Thunder tea rice,158,Y
RESIDENT_00622,2026-05-18,Snack,Laksa,780,N
RESIDENT_01274,2026-05-09,Lunch,Fruit bowl,279,Y
RESIDENT_00985,2026-04-15,Breakfast,Salad bowl,124,Y
RESIDENT_00416,2026-04-25,Lunch,Kopi-O (no sugar),5,Y
RESIDENT_01262,2026-05-02,Breakfast,Roti prata,712,N
RESIDENT_00663,2026-05-08,Dinner,Char kway teow,813,N
RESIDENT_00582,2026-05-11,Breakfast,Steamed fish & veg,249,Y
RESIDENT_00363,2026-04-02,Snack,Chicken rice,457,N
RESIDENT_00744,2026-06-29,Snack,Kopi-O (no sugar),5,Y
RESIDENT_00277,2026-06-09,Breakfast,Char kway teow,602,N
RESIDENT_01086,2026-05-12,Breakfast,Kopi-O (no sugar),5,Y
RESIDENT_00717,2026-04-03,Breakfast,Fruit bowl,180,Y
RESIDENT_01443,2026-06-04,Lunch,Bubble tea,805,N
RESIDENT_00524,2026-04-21,Lunch,Laksa,659,N
RESIDENT_01038,2026-04-30,Dinner,Fruit bowl,365,Y
RESIDENT_01470,2026-05-21,Dinner,Bubble tea,525,N
RESIDENT_00866,2026-05-05,Lunch,Steamed fish & veg,285,Y
RESIDENT_01422,2026-05-15,Breakfast,Steamed fish & veg,275,Y
RESIDENT_00601,2026-04-10,Lunch,Salad bowl,133,Y
RESIDENT_00737,2026-06-14,Breakfast,Chicken rice,801,N
RESIDENT_01149,2026-05-19,Breakfast,Wholegrain cereal,325,Y
RESIDENT_00224,2026-05-05,Breakfast,Fried bee hoon,648,N
RESIDENT_00384,2026-06-15,Lunch,Nasi lemak,494,N
RESIDENT_00225,2026-05-08,Lunch,Salad bowl,138,Y
RESIDENT_00929,2026-05-08,Dinner,Kopi-O (no sugar),5,Y
RESIDENT_01366,2026-04-08,Dinner,Char kway teow,513,N
RESIDENT_00031,2026-06-16,Snack,Fruit bowl,135,Y
RESIDENT_01179,2026-06-21,Lunch,Fried bee hoon,613,N
RESIDENT_01293,2026-06-18,Snack,Wholegrain cereal,195,Y
RESIDENT_00693,2026-05-20,Breakfast,Roti prata,695,N
RESIDENT_00233,2026-05-25,Dinner,Roti prata,491,N
RESIDENT_00660,2026-06-13,Breakfast,Steamed fish & veg,383,Y
RESIDENT_00130,2026-05-25,Snack,Nasi lemak,772,N
RESIDENT_00356,2026-04-25,Snack,Yong tau foo (soup),364,Y
RESIDENT_00670,2026-05-29,Breakfast,Roti prata,779,N
RESIDENT_00810,2026-05-30,Dinner,Fried bee hoon,585,N
RESIDENT_00950,2026-04-14,Snack,Bubble tea,746,N
RESIDENT_00772,2026-06-02,Breakfast,Laksa,659,N
RESIDENT_00253,2026-04-25,Snack,Laksa,548,N
RESIDENT_00503,2026-04-09,Dinner,Kopi-O (no sugar),5,Y
RESIDENT_01022,2026-06-07,Snack,Steamed fish & veg,292,Y
RESIDENT_01006,2026-06-17,Lunch,Yong tau foo (soup),189,Y
RESIDENT_00884,2026-04-30,Snack,Salad bowl,310,Y
RESIDENT_01082,2026-06-25,Lunch,Yong tau foo (soup),226,Y
RESIDENT_00302,2026-06-24,Lunch,Nasi lemak,847,N
RESIDENT_00449,2026-04-25,Breakfast,Oats & berries,355,Y
RESIDENT_00871,2026-06-08,Lunch,Char kway teow,450,N
RESIDENT_00579,2026-04-24,Breakfast,Kopi-O (no sugar),5,Y
RESIDENT_00048,2026-05-28,Breakfast,Steamed fish & veg,205,Y
RESIDENT_00340,2026-04-07,Lunch,Char kway teow,576,N
RESIDENT_00836,2026-05-17,Dinner,Steamed fish & veg,234,Y
RESIDENT_00543,2026-05-11,Breakfast,Char kway teow,608,N
RESIDENT_01365,2026-04-14,Breakfast,Chicken rice,669,N
RESIDENT_00559,2026-06-30,Snack,Thunder tea rice,267,Y
RESIDENT_00641,2026-05-09,Breakfast,Fried bee hoon,504,N
RESIDENT_01189,2026-06-19,Snack,Kopi-O (no sugar),5,Y
RESIDENT_00004,2026-06-30,Lunch,Nasi lemak,614,N
RESIDENT_00882,2026-05-27,Dinner,Yong tau foo (soup),281,Y
RESIDENT_00732,2026-05-30,Breakfast,Roti prata,598,N
RESIDENT_00134,2026-05-29,Dinner,Fruit bowl,328,Y
RESIDENT_00711,2026-04-06,Dinner,Laksa,644,N
RESIDENT_00056,2026-06-18,Snack,Fruit bowl,199,Y
RESIDENT_00326,2026-06-03,Snack,Laksa,523,N
RESIDENT_01406,2026-04-17,Dinner,Fried bee hoon,812,N
RESIDENT_00917,2026-06-13,Lunch,Yong tau foo (soup),325,Y
RESIDENT_00915,2026-06-17,Breakfast,Kopi-O (no sugar),5,Y
RESIDENT_00977,2026-04-13,Dinner,Roti prata,477,N
RESIDENT_00881,2026-05-25,Lunch,Steamed fish & veg,320,Y
RESIDENT_00967,2026-05-04,Snack,Steamed fish & veg,264,Y
RESIDENT_00031,2026-06-20,Breakfast,Oats & berries,270,Y
RESIDENT_01297,2026-05-07,Dinner,Char kway teow,745,N
RESIDENT_00366,2026-05-01,Dinner,Wholegrain cereal,145,Y
RESIDENT_01449,2026-06-18,Lunch,Chicken rice,686,N
RESIDENT_00666,2026-06-30,Snack,Bubble tea,558,N
RESIDENT_00602,2026-06-27,Lunch,Char kway teow,505,N
RESIDENT_00627,2026-05-12,Breakfast,Fried bee hoon,714,N
RESIDENT_00423,2026-06-07,Lunch,Steamed fish & veg,394,Y
RESIDENT_01398,2026-06-14,Snack,Salad bowl,254,Y
RESIDENT_01441,2026-06-01,Snack,Oats & berries,224,Y
RESIDENT_01057,2026-04-03,Lunch,Roti prata,550,N
RESIDENT_01381,2026-05-23,Breakfast,Roti prata,576,N
RESIDENT_00800,2026-05-05,Dinner,Steamed fish & veg,295,Y
RESIDENT_00149,2026-04-08,Lunch,Fruit bowl,151,Y
RESIDENT_00579,2026-05-15,Snack,Oats & berries,359,Y
RESIDENT_00294,2026-06-03,Dinner,Chicken rice,770,N
RESIDENT_01109,2026-05-05,Snack,Fried bee hoon,774,N
RESIDENT_00557,2026-06-13,Breakfast,Salad bowl,388,Y
RESIDENT_00863,2026-04-03,Breakfast,Roti prata,808,N
RESIDENT_00822,2026-06-04,Snack,Wholegrain cereal,213,Y
RESIDENT_01061,2026-04-13,Dinner,Fried bee hoon,810,N
RESIDENT_00822,2026-05-06,Snack,Kopi-O (no sugar),5,Y
RESIDENT_00665,2026-05-02,Dinner,Oats & berries,141,Y
RESIDENT_00431,2026-04-05,Lunch,Fried bee hoon,666,N
RESIDENT_01157,2026-06-18,Lunch,Yong tau foo (soup),280,Y
RESIDENT_00787,2026-06-13,Lunch,Oats & berries,351,Y
RESIDENT_00686,2026-06-14,Lunch,Chicken rice,459,N
RESIDENT_00100,2026-06-21,Snack,Laksa,564,N
RESIDENT_00238,2026-04-10,Dinner,Fruit bowl,190,Y
RESIDENT_01405,2026-05-21,Lunch,Laksa,790,N
RESIDENT_00695,2026-05-19,Breakfast,Kopi-O (no sugar),5,Y
RESIDENT_01341,2026-04-14,Snack,Wholegrain cereal,249,Y
RESIDENT_00966,2026-06-09,Dinner,Fruit bowl,230,Y
RESIDENT_00898,2026-06-10,Breakfast,Laksa,786,N
RESIDENT_00801,2026-04-25,Breakfast,Fruit bowl,122,Y
RESIDENT_01245,2026-06-21,Lunch,Wholegrain cereal,261,Y
RESIDENT_00544,2026-04-30,Breakfast,Bubble tea,548,N
RESIDENT_01011,2026-05-13,Lunch,Fruit bowl,366,Y
RESIDENT_00739,2026-05-12,Snack,Chicken rice,766,N
RESIDENT_01078,2026-04-14,Snack,Bubble tea,827,N
RESIDENT_00848,2026-05-23,Snack,Wholegrain cereal,149,Y
RESIDENT_01329,2026-04-14,Snack,Yong tau foo (soup),371,Y
RESIDENT_00204,2026-06-16,Breakfast,Wholegrain cereal,133,Y
RESIDENT_01427,2026-04-03,Dinner,Thunder tea rice,236,Y
RESIDENT_01266,2026-05-23,Dinner,Yong tau foo (soup),230,Y
RESIDENT_00863,2026-05-03,Breakfast,Fried bee hoon,464,N
RESIDENT_01375,2026-05-30,Dinner,Salad bowl,255,Y
RESIDENT_01133,2026-06-08,Snack,Fruit bowl,183,Y
RESIDENT_00468,2026-06-03,Snack,Thunder tea rice,339,Y
RESIDENT_00115,2026-04-10,Snack,Chicken rice,539,N
RESIDENT_01370,2026-05-05,Breakfast,Salad bowl,385,Y
RESIDENT_00923,2026-06-27,Breakfast,Oats & berries,250,Y
RESIDENT_00381,2026-05-26,Lunch,Steamed fish & veg,359,Y
RESIDENT_00230,2026-04-04,Dinner,Fruit bowl,373,Y
RESIDENT_01281,2026-06-25,Breakfast,Kopi-O (no sugar),5,Y
RESIDENT_00356,2026-04-15,Breakfast,Bubble tea,644,N
RESIDENT_00016,2026-06-07,Breakfast,Oats & berries,180,Y
RESIDENT_00106,2026-05-14,Breakfast,Fried bee hoon,601,N
RESIDENT_00310,2026-06-25,Lunch,Chicken rice,775,N
RESIDENT_01326,2026-05-05,Snack,Fruit bowl,208,Y
RESIDENT_00767,2026-04-03,Breakfast,Steamed fish & veg,128,Y
RESIDENT_00820,2026-05-14,Breakfast,Laksa,569,N
RESIDENT_01352,2026-04-20,Snack,Thunder tea rice,401,Y
RESIDENT_00207,2026-06-25,Breakfast,Fruit bowl,173,Y
RESIDENT_01078,2026-06-08,Snack,Yong tau foo (soup),129,Y
RESIDENT_01078,2026-04-01,Dinner,Char kway teow,540,N
RESIDENT_00884,2026-05-02,Dinner,Chicken rice,835,N
RESIDENT_01212,2026-06-29,Dinner,Roti prata,517,N
RESIDENT_00519,2026-04-06,Breakfast,Steamed fish & veg,311,Y
RESIDENT_01025,2026-05-23,Dinner,Kopi-O (no sugar),5,Y
RESIDENT_01171,2026-04-14,Snack,Chicken rice,545,N
RESIDENT_00353,2026-05-08,Lunch,Kopi-O (no sugar),5,Y
RESIDENT_01136,2026-06-14,Lunch,Bubble tea,791,N
RESIDENT_00389,2026-06-04,Lunch,Roti prata,660,N
RESIDENT_00209,2026-05-10,Dinner,Char kway teow,839,N
RESIDENT_00424,2026-05-06,Snack,Salad bowl,252,Y
RESIDENT_00954,2026-04-14,Snack,Laksa,673,N
RESIDENT_00837,2026-04-22,Snack,Wholegrain cereal,199,Y
RESIDENT_01185,2026-04-01,Dinner,Chicken rice,711,N
RESIDENT_01051,2026-05-05,Lunch,Fruit bowl,186,Y
RESIDENT_00980,2026-06-06,Lunch,Salad bowl,344,Y
RESIDENT_00503,2026-05-25,Breakfast,Nasi lemak,479,N
RESIDENT_01016,2026-06-15,Dinner,Kopi-O (no sugar),5,Y
RESIDENT_01007,2026-05-10,Snack,Fruit bowl,389,Y
RESIDENT_00727,2026-05-06,Breakfast,Char kway teow,789,N
RESIDENT_01374,2026-06-30,Breakfast,Chicken rice,531,N
RESIDENT_01079,2026-04-09,Dinner,Steamed fish & veg,144,Y
RESIDENT_01154,2026-06-03,Dinner,Chicken rice,532,N
RESIDENT_00012,2026-06-04,Lunch,Chicken rice,724,N
RESIDENT_00283,2026-05-15,Breakfast,Chicken rice,791,N
RESIDENT_00048,2026-04-06,Lunch,Fried bee hoon,621,N
RESIDENT_01178,2026-06-26,Dinner,Char kway teow,673,N
RESIDENT_01489,2026-05-20,Snack,Bubble tea,823,N
RESIDENT_00884,2026-05-12,Lunch,Salad bowl,269,Y
RESIDENT_00322,2026-04-11,Dinner,Fried bee hoon,523,N
RESIDENT_00278,2026-06-26,Snack,Chicken rice,473,N
RESIDENT_00255,2026-04-29,Lunch,Laksa,666,N
RESIDENT_00631,2026-04-19,Lunch,Wholegrain cereal,246,Y
RESIDENT_00882,2026-04-18,Lunch,Thunder tea rice,254,Y
RESIDENT_00140,2026-05-27,Snack,Roti prata,487,N
RESIDENT_01303,2026-06-06,Lunch,Laksa,684,N
RESIDENT_00971,2026-04-26,Breakfast,Roti prata,631,N
RESIDENT_00739,2026-06-29,Snack,Salad bowl,273,Y
RESIDENT_01105,2026-06-18,Breakfast,Wholegrain cereal,170,Y
RESIDENT_00016,2026-04-10,Dinner,Char kway teow,826,N
RESIDENT_00718,2026-04-23,Lunch,Chicken rice,474,N
RESIDENT_00193,2026-04-06,Breakfast,Wholegrain cereal,332,Y
RESIDENT_00793,2026-06-02,Breakfast,Fruit bowl,180,Y
RESIDENT_00825,2026-05-23,Snack,Roti prata,849,N
RESIDENT_01270,2026-05-28,Dinner,Yong tau foo (soup),307,Y
RESIDENT_01493,2026-05-25,Snack,Thunder tea rice,232,Y
RESIDENT_01003,2026-04-29,Lunch,Fried bee hoon,597,N
RESIDENT_01253,2026-06-26,Snack,Bubble tea,561,N
RESIDENT_01380,2026-04-25,Snack,Thunder tea rice,399,Y
RESIDENT_00012,2026-04-13,Breakfast,Laksa,748,N
RESIDENT_00756,2026-05-13,Snack,Thunder tea rice,301,Y
RESIDENT_00893,2026-05-23,Snack,Steamed fish & veg,227,Y
RESIDENT_00187,2026-06-23,Breakfast,Laksa,469,N
RESIDENT_01275,2026-05-24,Snack,Fruit bowl,150,Y
RESIDENT_00713,2026-06-13,Snack,Steamed fish & veg,206,Y
RESIDENT_01332,2026-05-10,Breakfast,Thunder tea rice,153,Y
RESIDENT_01337,2026-04-29,Breakfast,Fruit bowl,198,Y
RESIDENT_00374,2026-06-10,Snack,Nasi lemak,808,N
RESIDENT_01414,2026-05-28,Lunch,Chicken rice,602,N
RESIDENT_00930,2026-06-11,Lunch,Fried bee hoon,506,N
RESIDENT_00041,2026-05-05,Snack,Wholegrain cereal,343,Y
RESIDENT_00466,2026-04-30,Snack,Chicken rice,821,N
RESIDENT_01474,2026-05-03,Breakfast,Laksa,635,N
RESIDENT_01108,2026-05-13,Snack,Chicken rice,537,N
RESIDENT_00204,2026-06-01,Snack,Steamed fish & veg,331,Y
RESIDENT_00520,2026-04-26,Dinner,Salad bowl,260,Y
RESIDENT_00394,2026-04-23,Lunch,Roti prata,631,N
RESIDENT_01361,2026-06-21,Snack,Laksa,733,N
RESIDENT_00065,2026-06-01,Lunch,Nasi lemak,618,N
RESIDENT_01467,2026-05-19,Breakfast,Oats & berries,407,Y
RESIDENT_00173,2026-06-16,Lunch,Nasi lemak,484,N
RESIDENT_00528,2026-05-02,Dinner,Thunder tea rice,295,Y
RESIDENT_00338,2026-04-15,Breakfast,Laksa,547,N
RESIDENT_01413,2026-04-15,Dinner,Fruit bowl,304,Y
RESIDENT_00412,2026-05-08,Dinner,Char kway teow,526,N
RESIDENT_01372,2026-06-25,Breakfast,Thunder tea rice,282,Y
RESIDENT_00039,2026-06-16,Breakfast,Yong tau foo (soup),239,Y
RESIDENT_00232,2026-04-19,Snack,Yong tau foo (soup),262,Y
RESIDENT_00021,2026-04-08,Snack,Chicken rice,755,N
RESIDENT_00881,2026-04-02,Snack,Steamed fish & veg,377,Y
RESIDENT_01470,2026-06-07,Snack,Nasi lemak,815,N
RESIDENT_01247,2026-06-14,Breakfast,Wholegrain cereal,198,Y
RESIDENT_00940,2026-05-01,Dinner,Fried bee hoon,722,N
RESIDENT_01107,2026-06-17,Snack,Steamed fish & veg,163,Y
RESIDENT_00154,2026-06-29,Lunch,Fried bee hoon,530,N
RESIDENT_01121,2026-06-17,Dinner,Laksa,615,N
RESIDENT_00413,2026-06-18,Breakfast,Chicken rice,555,N
RESIDENT_00197,2026-05-16,Lunch,Wholegrain cereal,325,Y
RESIDENT_01127,2026-06-09,Snack,Salad bowl,328,Y
RESIDENT_00482,2026-04-06,Dinner,Fried bee hoon,754,N
RESIDENT_00385,2026-05-21,Breakfast,Yong tau foo (soup),296,Y
RESIDENT_01281,2026-05-09,Breakfast,Fried bee hoon,841,N
RESIDENT_00266,2026-05-05,Dinner,Bubble tea,749,N
RESIDENT_01373,2026-06-01,Breakfast,Yong tau foo (soup),195,Y
RESIDENT_00233,2026-06-28,Dinner,Kopi-O (no sugar),5,Y
RESIDENT_00951,2026-04-02,Snack,Fruit bowl,324,Y
RESIDENT_00760,2026-04-06,Breakfast,Wholegrain cereal,160,Y
RESIDENT_00579,2026-06-28,Dinner,Kopi-O (no sugar),5,Y
RESIDENT_01261,2026-04-20,Breakfast,Char kway teow,487,N
RESIDENT_00240,2026-04-12,Breakfast,Steamed fish & veg,160,Y
RESIDENT_00510,2026-04-16,Breakfast,Char kway teow,546,N
RESIDENT_00453,2026-06-29,Lunch,Char kway teow,640,N
RESIDENT_01044,2026-05-24,Lunch,Thunder tea rice,158,Y
RESIDENT_01338,2026-04-02,Dinner,Fruit bowl,338,Y
RESIDENT_00498,2026-05-22,Snack,Oats & berries,329,Y
RESIDENT_00137,2026-06-15,Breakfast,Salad bowl,356,Y
RESIDENT_00708,2026-06-21,Snack,Fruit bowl,242,Y
RESIDENT_00604,2026-05-04,Breakfast,Thunder tea rice,151,Y
RESIDENT_00442,2026-05-11,Snack,Roti prata,497,N
RESIDENT_00130,2026-06-30,Breakfast,Yong tau foo (soup),129,Y
RESIDENT_00889,2026-04-07,Dinner,Chicken rice,632,N
RESIDENT_00264,2026-06-02,Breakfast,Kopi-O (no sugar),5,Y
RESIDENT_00740,2026-05-27,Breakfast,Yong tau foo (soup),265,Y
RESIDENT_00277,2026-04-22,Breakfast,Thunder tea rice,307,Y
RESIDENT_00382,2026-06-03,Breakfast,Bubble tea,746,N
RESIDENT_00504,2026-05-16,Snack,Char kway teow,693,N
RESIDENT_00789,2026-06-23,Snack,Fried bee hoon,464,N
RESIDENT_00345,2026-04-13,Dinner,Kopi-O (no sugar),5,Y
RESIDENT_01121,2026-04-19,Lunch,Kopi-O (no sugar),5,Y
RESIDENT_00402,2026-06-20,Dinner,Steamed fish & veg,188,Y
RESIDENT_00029,2026-04-25,Lunch,Thunder tea rice,126,Y
RESIDENT_01027,2026-05-07,Snack,Laksa,822,N
RESIDENT_01441,2026-04-02,Lunch,Laksa,686,N
RESIDENT_00257,2026-05-27,Lunch,Kopi-O (no sugar),5,Y
RESIDENT_01389,2026-04-29,Breakfast,Fruit bowl,392,Y
RESIDENT_00150,2026-04-16,Snack,Kopi-O (no sugar),5,Y
RESIDENT_00397,2026-06-24,Lunch,Kopi-O (no sugar),5,Y
RESIDENT_00020,2026-04-20,Dinner,Char kway teow,459,N
RESIDENT_00951,2026-04-06,Lunch,Bubble tea,847,N
RESIDENT_00328,2026-05-21,Breakfast,Fried bee hoon,789,N
RESIDENT_00591,2026-04-21,Breakfast,Chicken rice,469,N
RESIDENT_00287,2026-05-12,Breakfast,Kopi-O (no sugar),5,Y
RESIDENT_00154,2026-06-17,Dinner,Chicken rice,734,N
RESIDENT_01235,2026-05-31,Dinner,Fried bee hoon,731,N
RESIDENT_00032,2026-06-09,Dinner,Laksa,481,N
RESIDENT_00663,2026-04-18,Lunch,Fruit bowl,132,Y
RESIDENT_01470,2026-06-19,Dinner,Nasi lemak,830,N
RESIDENT_00607,2026-06-26,Lunch,Fruit bowl,133,Y
RESIDENT_01427,2026-06-05,Snack,Bubble tea,628,N
RESIDENT_01224,2026-05-02,Lunch,Thunder tea rice,258,Y
RESIDENT_00576,2026-04-27,Lunch,Char kway teow,648,N
RESIDENT_00616,2026-05-11,Lunch,Yong tau foo (soup),173,Y
RESIDENT_00452,2026-04-04,Snack,Chicken rice,714,N
RESIDENT_00962,2026-06-17,Lunch,Oats & berries,259,Y
RESIDENT_00270,2026-04-07,Breakfast,Char kway teow,469,N
RESIDENT_00903,2026-06-03,Dinner,Steamed fish & veg,239,Y
RESIDENT_01413,2026-06-07,Lunch,Steamed fish & veg,146,Y
RESIDENT_01425,2026-05-13,Snack,Salad bowl,354,Y
RESIDENT_01240,2026-05-07,Dinner,Fruit bowl,408,Y
RESIDENT_00818,2026-04-13,Snack,Fried bee hoon,783,N
RESIDENT_00276,2026-06-09,Dinner,Wholegrain cereal,335,Y
RESIDENT_00436,2026-06-08,Lunch,Kopi-O (no sugar),5,Y
RESIDENT_01157,2026-06-05,Dinner,Bubble tea,818,N
RESIDENT_00127,2026-06-30,Snack,Fried bee hoon,760,N
RESIDENT_00477,2026-04-07,Lunch,Kopi-O (no sugar),5,Y
RESIDENT_00838,2026-04-28,Lunch,Nasi lemak,685,N
RESIDENT_00286,2026-05-21,Dinner,Fried bee hoon,495,N
RESIDENT_00181,2026-05-19,Lunch,Salad bowl,233,Y
RESIDENT_00749,2026-06-14,Snack,Salad bowl,169,Y
RESIDENT_01052,2026-04-07,Lunch,Steamed fish & veg,130,Y
RESIDENT_01158,2026-06-09,Dinner,Bubble tea,619,N
RESIDENT_00632,2026-04-20,Lunch,Wholegrain cereal,279,Y
RESIDENT_00935,2026-05-25,Dinner,Kopi-O (no sugar),5,Y
RESIDENT_00220,2026-04-01,Breakfast,Thunder tea rice,282,Y
RESIDENT_00392,2026-06-14,Snack,Fruit bowl,359,Y
RESIDENT_00902,2026-04-21,Breakfast,Roti prata,562,N
RESIDENT_00818,2026-06-13,Breakfast,Nasi lemak,811,N
RESIDENT_01390,2026-04-02,Breakfast,Oats & berries,418,Y
RESIDENT_00215,2026-05-07,Lunch,Nasi lemak,795,N
RESIDENT_01227,2026-05-12,Breakfast,Fruit bowl,189,Y
RESIDENT_01211,2026-05-14,Dinner,Char kway teow,514,N
RESIDENT_00737,2026-04-07,Snack,Yong tau foo (soup),257,Y
RESIDENT_01139,2026-04-14,Breakfast,Oats & berries,182,Y
RESIDENT_01102,2026-04-17,Snack,Yong tau foo (soup),365,Y
RESIDENT_01263,2026-04-18,Breakfast,Bubble tea,616,N
RESIDENT_00513,2026-05-06,Breakfast,Steamed fish & veg,121,Y
RESIDENT_01310,2026-06-07,Dinner,Thunder tea rice,279,Y
RESIDENT_00933,2026-06-24,Dinner,Kopi-O (no sugar),5,Y
RESIDENT_00503,2026-05-29,Breakfast,Wholegrain cereal,407,Y
RESIDENT_00279,2026-05-22,Snack,Kopi-O (no sugar),5,Y
RESIDENT_00603,2026-06-10,Snack,Kopi-O (no sugar),5,Y
RESIDENT_00711,2026-04-12,Dinner,Chicken rice,588,N
RESIDENT_00052,2026-04-17,Dinner,Roti prata,616,N
RESIDENT_00753,2026-04-16,Snack,Bubble tea,545,N
RESIDENT_01465,2026-04-18,Breakfast,Oats & berries,130,Y
RESIDENT_00831,2026-04-17,Dinner,Salad bowl,327,Y
RESIDENT_00703,2026-05-14,Snack,Steamed fish & veg,123,Y
RESIDENT_00457,2026-05-22,Lunch,Yong tau foo (soup),362,Y
RESIDENT_00619,2026-06-25,Dinner,Thunder tea rice,408,Y
RESIDENT_00845,2026-04-19,Snack,Salad bowl,263,Y
RESIDENT_01161,2026-06-08,Dinner,Chicken rice,806,N
RESIDENT_00467,2026-05-11,Lunch,Yong tau foo (soup),148,Y
RESIDENT_01101,2026-04-17,Lunch,Char kway teow,652,N
RESIDENT_00386,2026-06-08,Snack,Nasi lemak,739,N
RESIDENT_01280,2026-05-05,Snack,Chicken rice,581,N
RESIDENT_00336,2026-05-05,Breakfast,Chicken rice,690,N
RESIDENT_00058,2026-05-16,Lunch,Kopi-O (no sugar),5,Y
RESIDENT_01261,2026-04-18,Dinner,Steamed fish & veg,251,Y
RESIDENT_01318,2026-06-13,Lunch,Wholegrain cereal,358,Y
RESIDENT_00584,2026-06-06,Snack,Yong tau foo (soup),197,Y
RESIDENT_00201,2026-05-08,Dinner,Fried bee hoon,640,N
RESIDENT_00736,2026-06-02,Dinner,Kopi-O (no sugar),5,Y
RESIDENT_00503,2026-06-10,Breakfast,Bubble tea,564,N
RESIDENT_00307,2026-04-15,Snack,Yong tau foo (soup),389,Y
RESIDENT_00687,2026-06-18,Lunch,Kopi-O (no sugar),5,Y
RESIDENT_01099,2026-06-21,Dinner,Laksa,565,N
RESIDENT_01419,2026-04-28,Snack,Nasi lemak,488,N
RESIDENT_01410,2026-05-25,Snack,Fried bee hoon,626,N
RESIDENT_01390,2026-04-17,Dinner,Yong tau foo (soup),360,Y
RESIDENT_01102,2026-06-21,Snack,Oats & berries,284,Y
RESIDENT_01090,2026-05-31,Breakfast,Fruit bowl,189,Y
RESIDENT_00109,2026-05-14,Breakfast,Wholegrain cereal,179,Y
RESIDENT_00554,2026-05-13,Dinner,Char kway teow,478,N
RESIDENT_00463,2026-05-24,Lunch,Laksa,820,N
RESIDENT_00551,2026-04-09,Snack,Kopi-O (no sugar),5,Y
RESIDENT_00548,2026-04-22,Dinner,Oats & berries,354,Y
RESIDENT_01056,2026-04-02,Snack,Bubble tea,797,N
RESIDENT_00813,2026-06-16,Snack,Fried bee hoon,642,N
RESIDENT_00174,2026-06-03,Snack,Fried bee hoon,665,N
RESIDENT_00832,2026-04-14,Lunch,Kopi-O (no sugar),5,Y
RESIDENT_00817,2026-06-26,Breakfast,Bubble tea,761,N
RESIDENT_00575,2026-04-27,Snack,Fried bee hoon,668,N
RESIDENT_00194,2026-04-28,Breakfast,Steamed fish & veg,377,Y
RESIDENT_00077,2026-06-10,Snack,Fruit bowl,325,Y
RESIDENT_00398,2026-06-10,Breakfast,Kopi-O (no sugar),5,Y
RESIDENT_00687,2026-04-01,Snack,Laksa,533,N
RESIDENT_01401,2026-06-27,Dinner,Yong tau foo (soup),176,Y
